order_id,product_id,supplier_id,order_date,quantity,unit_price,status
ORD000175,P0066,S047,2026-08-06,229,4175.76,Delivered
ORD000176,P0238,S044,2026-06-08,737,2726.78,Cancelled
ORD000177,P0127,S030,2026-05-21,355,784.06,Processing
ORD000178,P0017,S043,2026-04-21,430,3078.47,Delivered
ORD000179,P0106,S005,2026-05-24,104,2973.78,Cancelled
ORD000180,P0345,S046,2026-08-24,894,252.89,Delivered
ORD000181,P0225,S015,2026-07-04,553,1094.17,Delivered
ORD000182,P0258,S019,2026-04-28,240,4080.77,Shipped
ORD000183,P0307,S050,2026-08-18,689,4093.73,Processing
ORD000184,P0449,S010,2026-06-09,677,2611.04,Cancelled
ORD000185,P0141,S004,2026-06-08,571,4743.12,Processing
ORD000186,P0348,S028,2026-08-31,570,2483.15,Shipped
ORD000187,P0344,S025,2026-09-04,805,2627.07,Cancelled
ORD000188,P0077,S020,2026-07-06,386,927.56,Cancelled
ORD000189,P0435,S015,2026-05-24,308,4289.13,Processing
ORD000190,P0469,S004,2026-07-20,576,2069.26,Cancelled
ORD000191,P0272,S009,2026-08-13,398,1221.86,Processing
ORD000192,P0332,S006,2026-06-16,945,2254.44,Shipped
ORD000193,P0275,S047,2026-04-16,850,960.5,Shipped
ORD000194,P0345,S039,2026-06-28,618,207.34,Delivered
ORD000195,P0412,S049,2026-05-11,602,3624.28,Processing
ORD000196,P0107,S022,2026-07-24,311,4785.53,Delivered
ORD000197,P0480,S013,2026-05-17,986,3709.96,Cancelled
ORD000198,P0357,S039,2026-05-25,721,1030.52,Processing
ORD000199,P0165,S050,2026-08-12,290,1909.5,Shipped
ORD000200,P0134,S024,2026-06-10,526,4415.23,Cancelled
ORD000201,P0412,S047,2026-04-18,481,3810.53,Shipped
ORD000202,P0190,S021,2026-05-15,424,238.12,Processing
ORD000203,P0009,S017,2026-04-30,567,4674.44,Cancelled
ORD000204,P0079,S013,2026-06-07,338,1157.79,Processing
ORD000205,P0282,S042,2026-07-29,967,3427.38,Shipped
ORD000206,P0495,S047,2026-07-27,658,3700.57,Cancelled
ORD000207,P0376,S023,2026-05-06,174,708.39,Cancelled
ORD000208,P0470,S035,2026-05-10,658,4786.61,Delivered
ORD000209,P0484,S043,2026-04-12,50,3824.05,Cancelled
ORD000210,P0432,S041,2026-04-28,237,349.16,Processing
ORD000211,P0112,S033,2026-03-26,467,1872.27,Cancelled
ORD000212,P0250,S002,2026-09-08,7,2665.74,Cancelled
ORD000213,P0009,S034,2026-03-27,740,1380.96,Shipped
ORD000214,P0258,S045,2026-03-28,691,2158.56,Processing
ORD000215,P0471,S007,2026-04-20,537,753.0,Processing
ORD000216,P0270,S017,2026-08-29,835,1778.66,Cancelled
ORD000217,P0192,S026,2026-04-13,471,2829.36,Processing
ORD000218,P0351,S006,2026-06-08,670,4958.46,Delivered
ORD000219,P0208,S025,2026-04-16,387,2767.98,Delivered
ORD000220,P0005,S045,2026-09-03,176,422.6,Cancelled
ORD000221,P0402,S022,2026-09-05,580,4886.87,Delivered
ORD000222,P0471,S003,2026-08-06,236,1064.97,Cancelled
ORD000223,P0024,S005,2026-06-01,701,4628.67,Delivered
ORD000224,P0476,S021,2026-05-08,17,4807.73,Processing
ORD000225,P0476,S005,2026-07-03,307,820.63,Processing
ORD000226,P0428,S025,2026-08-16,694,4483.66,Shipped
ORD000227,P0387,S048,2026-06-30,144,3954.59,Delivered
ORD000228,P0382,S023,2026-07-30,55,497.45,Processing
ORD000229,P0175,S039,2026-04-12,788,3073.19,Cancelled
ORD000230,P0016,S041,2026-06-15,280,3919.91,Cancelled
ORD000231,P0117,S023,2026-07-27,567,4706.3,Cancelled
ORD000232,P0349,S038,2026-05-10,677,1906.56,Shipped
ORD000233,P0366,S005,2026-05-26,85,1347.18,Cancelled
ORD000234,P0079,S048,2026-09-02,399,1590.22,Delivered
ORD000235,P0003,S020,2026-04-16,456,1805.99,Shipped
ORD000236,P0068,S006,2026-04-19,192,2160.59,Cancelled
ORD000237,P0014,S006,2026-04-19,363,2775.56,Shipped
ORD000238,P0007,S019,2026-06-30,424,1945.12,Delivered
ORD000239,P0464,S016,2026-08-14,586,2610.31,Cancelled
ORD000240,P0072,S018,2026-05-06,309,1349.35,Processing
ORD000241,P0086,S028,2026-04-09,283,2111.3,Cancelled
ORD000242,P0185,S017,2026-04-12,967,1240.48,Cancelled
ORD000243,P0316,S013,2026-08-23,469,543.79,Shipped
ORD000244,P0486,S026,2026-03-25,341,4209.65,Cancelled
ORD000245,P0226,S022,2026-06-16,441,4079.22,Processing
ORD000246,P0165,S039,2026-06-08,971,3479.51,Cancelled
ORD000247,P0091,S026,2026-06-12,992,1602.5,Cancelled
ORD000248,P0401,S016,2026-08-18,334,1886.52,Cancelled
ORD000249,P0059,S037,2026-06-25,205,2965.21,Processing
ORD000250,P0394,S036,2026-09-14,28,4765.49,Cancelled
ORD000251,P0225,S019,2026-05-16,852,3467.25,Cancelled
ORD000252,P0256,S009,2026-09-12,649,1521.13,Shipped
ORD000253,P0079,S046,2026-09-08,434,3947.49,Delivered
ORD000254,P0307,S031,2026-07-16,597,2010.02,Cancelled
ORD000255,P0019,S024,2026-08-10,719,4478.55,Delivered
ORD000256,P0394,S016,2026-04-20,674,3326.82,Processing
ORD000257,P0314,S003,2026-09-05,577,4918.2,Cancelled
ORD000258,P0495,S028,2026-06-16,109,62.63,Shipped
ORD000259,P0262,S048,2026-05-19,532,2794.39,Processing
ORD000260,P0192,S026,2026-07-16,475,3863.99,Processing
ORD000261,P0013,S031,2026-06-20,108,1484.21,Delivered
ORD000262,P0426,S047,2026-04-22,146,1748.16,Shipped
ORD000263,P0402,S014,2026-07-18,534,2419.8,Cancelled
ORD000264,P0225,S047,2026-04-17,714,2267.71,Delivered
ORD000265,P0023,S046,2026-06-08,118,122.7,Shipped
ORD000266,P0056,S044,2026-09-05,820,830.13,Processing
ORD000267,P0090,S036,2026-08-03,164,1661.64,Cancelled
ORD000268,P0119,S026,2026-07-20,645,930.41,Cancelled
ORD000269,P0015,S048,2026-07-03,629,4416.66,Cancelled
ORD000270,P0220,S025,2026-08-22,5,3526.63,Processing
ORD000271,P0386,S046,2026-06-03,829,3982.08,Delivered
ORD000272,P0096,S024,2026-08-08,334,993.4,Delivered
ORD000273,P0344,S032,2026-05-30,541,4829.92,Shipped
ORD000274,P0199,S040,2026-08-23,402,2939.15,Shipped
ORD000275,P0433,S030,2026-06-22,633,870.91,Shipped
ORD000276,P0303,S006,2026-08-28,689,678.4,Delivered
ORD000277,P0157,S008,2026-05-24,188,1872.8,Processing
ORD000278,P0199,S027,2026-08-01,611,697.96,Cancelled
ORD000279,P0096,S032,2026-07-10,651,2691.52,Processing
ORD000280,P0086,S032,2026-08-13,296,710.08,Shipped
ORD000281,P0318,S004,2026-07-17,887,1801.61,Delivered
ORD000282,P0070,S013,2026-07-26,835,1925.88,Cancelled
ORD000283,P0351,S032,2026-07-06,426,3553.61,Cancelled
ORD000284,P0086,S006,2026-07-27,579,163.99,Processing
ORD000285,P0017,S018,2026-06-06,231,2692.67,Processing
ORD000286,P0290,S048,2026-07-19,792,3831.94,Delivered
ORD000287,P0059,S018,2026-08-17,794,2720.1,Shipped
ORD000288,P0422,S049,2026-08-09,43,3802.42,Cancelled
ORD000289,P0112,S028,2026-08-10,105,3682.58,Processing
ORD000290,P0448,S003,2026-06-08,461,1321.45,Delivered
ORD000291,P0444,S008,2026-07-14,795,4061.33,Processing
ORD000292,P0353,S023,2026-08-21,882,3556.66,Cancelled
ORD000293,P0316,S009,2026-05-05,804,1041.03,Processing
ORD000294,P0292,S023,2026-04-08,546,1412.61,Processing
ORD000295,P0361,S019,2026-06-14,297,2867.95,Delivered
ORD000296,P0493,S049,2026-04-27,805,2063.87,Delivered
ORD000297,P0444,S042,2026-06-02,130,3510.12,Processing
ORD000298,P0075,S046,2026-05-26,330,4144.12,Cancelled
ORD000299,P0073,S037,2026-07-27,648,1350.9,Cancelled
ORD000300,P0232,S005,2026-06-28,649,3975.05,Delivered
ORD000301,P0264,S048,2026-07-05,285,3476.57,Shipped
ORD000302,P0487,S032,2026-07-18,336,2913.96,Delivered
ORD000303,P0326,S043,2026-07-19,715,1797.53,Delivered
ORD000304,P0204,S014,2026-08-07,992,2153.92,Processing
ORD000305,P0138,S021,2026-07-28,849,1425.13,Processing
ORD000306,P0437,S032,2026-08-15,808,1725.26,Delivered
ORD000307,P0051,S041,2026-04-04,803,4185.14,Delivered
ORD000308,P0476,S011,2026-04-24,452,2288.03,Cancelled
ORD000309,P0353,S009,2026-05-14,904,3253.49,Processing
ORD000310,P0048,S042,2026-06-02,370,1259.44,Shipped
ORD000311,P0463,S042,2026-09-10,170,268.42,Shipped
ORD000312,P0387,S015,2026-09-19,440,3280.87,Delivered
ORD000313,P0110,S031,2026-03-24,80,672.17,Processing
ORD000314,P0349,S029,2026-08-03,10,50.23,Shipped
ORD000315,P0441,S028,2026-04-23,711,669.55,Delivered
ORD000316,P0197,S006,2026-05-21,749,4031.72,Delivered
ORD000317,P0189,S020,2026-06-12,141,1919.78,Processing
ORD000318,P0347,S010,2026-09-04,71,2657.24,Delivered
ORD000319,P0333,S011,2026-08-27,451,1762.43,Processing
ORD000320,P0384,S010,2026-08-31,942,2064.43,Cancelled
ORD000321,P0045,S007,2026-05-18,144,3764.7,Cancelled
ORD000322,P0494,S028,2026-06-21,323,3957.47,Processing
ORD000323,P0331,,2026-06-02,255,2771.45,Shipped
ORD000324,P0014,S043,2026-09-16,897,1515.23,Processing
ORD000325,P0152,S042,2026-07-02,56,3921.17,Processing
ORD000326,P0198,S008,2026-07-28,247,2502.92,Delivered
ORD000327,P0456,S001,2026-08-06,370,4670.28,Processing
ORD000328,P0441,S037,2026-07-01,431,1833.41,Processing
ORD000329,P0489,S050,2026-07-22,75,93.28,Delivered
ORD000330,P0135,S014,2026-03-27,41,4613.67,Cancelled
ORD000331,P0147,S041,2026-07-31,730,2510.23,Cancelled
ORD000332,P0360,S026,2026-07-10,85,3206.28,Processing
ORD000333,P0043,S020,2026-06-03,81,2561.41,Processing
ORD000334,P0275,S021,2026-05-02,401,2936.32,Delivered
ORD000335,P0358,S028,2026-06-11,748,4767.61,Processing
ORD000336,P0126,S006,2026-04-07,947,2178.07,Cancelled
ORD000337,P0312,S004,2026-08-27,317,3333.74,Processing
ORD000338,P0007,S046,2026-04-23,141,3510.48,Processing
ORD000339,P0488,S023,2026-07-29,536,2590.94,Shipped
ORD000340,P0191,S009,2026-05-05,768,3907.81,Shipped
ORD000341,P0395,S002,2026-04-23,344,4037.47,Shipped
ORD000342,P0033,S017,2026-08-05,730,4875.5,Delivered
ORD000343,P0234,S033,2026-07-29,369,286.64,Processing
ORD000344,P0081,S017,2026-06-26,792,523.5,Delivered
ORD000345,P0380,S033,2026-05-21,3,229.75,Delivered
ORD000346,P0024,S031,2026-05-25,373,1921.07,Processing
ORD000347,P0477,S003,2026-05-08,567,4017.55,Cancelled
ORD000348,P0165,S016,2026-05-20,427,4580.12,Shipped
ORD000349,P0423,S005,2026-06-01,586,1870.31,Delivered
ORD000350,P0115,S034,2026-05-08,48,4770.86,Delivered
ORD000351,P0444,S019,2026-07-21,793,4225.78,Shipped
ORD000352,P0284,S030,2026-04-15,9,1850.91,Shipped
ORD000353,P0402,S020,2026-08-15,758,3117.36,Cancelled
ORD000354,P0303,S032,2026-06-26,792,3881.67,Processing
ORD000355,P0004,S027,2026-05-01,25,1172.66,Shipped
ORD000356,P0430,S045,2026-09-02,899,57.88,Shipped
ORD000357,P0389,S043,2026-03-24,386,4246.54,Shipped
ORD000358,P0106,S034,2026-04-19,244,2104.88,Delivered
ORD000359,P0365,S018,2026-04-29,96,229.06,Processing
ORD000360,P0212,S045,2026-08-04,918,1868.73,Delivered
ORD000361,P0049,S033,2026-08-19,137,3189.71,Cancelled
ORD000362,P0304,S037,2026-04-12,64,2180.56,Processing
ORD000363,P0150,S017,2026-05-23,872,1581.89,Cancelled
ORD000364,P0426,S048,2026-09-19,335,1597.11,Shipped
ORD000365,P0039,S013,2026-05-22,140,3901.89,Delivered
ORD000366,P0055,S011,2026-05-02,461,2335.62,Cancelled
ORD000367,P0275,S023,2026-04-23,988,3853.98,Cancelled
ORD000368,P0238,S017,2026-06-10,873,608.37,Processing
ORD000369,P0156,S046,2026-09-15,714,3020.48,Processing
ORD000370,P0076,S006,2026-06-15,729,1248.61,Shipped
ORD000371,P0263,S004,2026-07-03,694,1501.22,Processing
ORD000372,P0488,S026,2026-03-31,876,2266.48,Processing
ORD000373,P0237,S007,2026-04-17,824,3971.11,Delivered
ORD000374,P0032,S050,2026-03-27,228,662.27,Cancelled
ORD000375,P0352,S041,2026-06-27,961,3226.98,Shipped
ORD000376,P0012,S005,2026-04-12,203,4513.46,Cancelled
ORD000377,P0048,S022,2026-04-25,126,223.05,Cancelled
ORD000378,P0087,S037,2026-04-05,444,4110.21,Cancelled
ORD000379,P0016,S025,2026-07-29,700,2139.05,Shipped
ORD000380,P0466,S012,2026-05-17,282,1406.47,Processing
ORD000381,P0315,S040,2026-04-01,632,1236.47,Shipped
ORD000382,P0211,S036,2026-07-29,491,314.29,Shipped
ORD000383,P0071,S027,2026-06-30,205,3216.84,Processing
ORD000384,P0411,S035,2026-09-01,814,107.45,Cancelled
ORD000385,P0246,S035,2026-06-23,801,2428.55,Shipped
ORD000386,P0139,S012,2026-07-01,27,1601.2,Processing
ORD000387,P0459,S050,2026-03-31,288,302.37,Cancelled
ORD000388,P0184,S050,2026-08-06,599,4998.03,Processing
ORD000389,P0127,S043,2026-04-18,247,1339.97,Delivered
ORD000390,P0295,S025,2026-05-19,364,4676.68,Processing
ORD000391,P0122,S038,2026-05-08,326,4032.99,Shipped
ORD000392,P0015,S046,2026-08-22,718,1764.89,Processing
ORD000393,P0486,S013,2026-08-15,857,4940.15,Cancelled
ORD000394,P0159,S012,2026-08-09,503,199.44,Delivered
ORD000395,P0309,S015,2026-05-22,21,2636.98,Delivered
ORD000396,P0470,S040,2026-06-16,207,4034.16,Shipped
ORD000397,P0471,S021,2026-05-08,61,119.35,Processing
ORD000398,P0434,S034,2026-04-21,882,1830.8,Delivered
ORD000399,P0361,S043,2026-06-27,406,2934.22,Shipped
ORD000400,P0166,S009,2026-06-09,1000,795.94,Cancelled
ORD000401,P0492,S032,2026-09-03,665,1593.24,Shipped
ORD000402,P0341,S038,2026-05-20,835,885.0,Shipped
ORD000403,P0151,S009,2026-09-16,182,3646.87,Cancelled
ORD000404,P0017,S012,2026-08-16,617,1597.9,Processing
ORD000405,P0290,S007,2026-09-03,960,2485.96,Shipped
ORD000406,P0122,S023,2026-04-12,328,847.76,Delivered
ORD000407,P0328,S047,2026-09-11,908,1685.39,Delivered
ORD000408,P0108,S016,2026-05-30,710,348.3,Shipped
ORD000409,P0369,S001,2026-04-20,50,1935.83,Cancelled
ORD000410,P0453,S027,2026-05-05,505,4410.04,Shipped
ORD000411,P0193,S007,2026-08-10,849,2402.65,Processing
ORD000412,P0232,S005,2026-05-04,819,4230.35,Shipped
ORD000413,P0164,S017,2026-03-29,975,532.58,Shipped
ORD000414,P0455,S025,2026-05-06,165,3662.61,Delivered
ORD000415,P0305,S040,2026-06-18,915,2418.86,Delivered
ORD000416,P0483,S042,2026-07-12,169,3040.51,Cancelled
ORD000417,P0028,S007,2026-05-03,340,1035.7,Processing
ORD000418,P0357,S036,2026-07-06,740,4628.61,Shipped
ORD000419,P0145,S020,2026-09-09,244,488.62,Cancelled
ORD000420,P0282,S032,2026-08-17,158,281.98,Delivered
ORD000421,P0045,S019,2026-07-11,844,3313.48,Cancelled
ORD000422,P0050,S002,2026-05-14,212,862.45,Shipped
ORD000423,P0243,S008,2026-04-13,316,3926.53,Cancelled
ORD000424,P0459,S043,2026-07-27,272,464.77,Cancelled
ORD000425,P0190,S025,2026-05-10,379,941.05,Delivered
ORD000426,P0226,S030,2026-05-30,270,1138.95,Shipped
ORD000427,P0032,S010,2026-08-15,771,3485.39,Delivered
ORD000428,P0343,S023,2026-04-14,828,2711.83,Processing
ORD000429,P0032,S025,2026-08-12,839,2617.69,Cancelled
ORD000430,P0452,S016,2026-08-17,488,1501.27,Cancelled
ORD000431,P0258,S037,2026-04-01,923,2588.92,Processing
ORD000432,P0487,S049,2026-04-23,460,872.67,Processing
ORD000433,P0414,S013,2026-05-17,130,222.95,Delivered
ORD000434,P0223,S013,2026-09-14,843,3139.86,Shipped
ORD000435,P0467,S047,2026-06-13,937,4038.64,Delivered
ORD000436,P0285,S026,2026-07-01,566,1637.37,Shipped
ORD000437,P0235,S001,2026-08-04,806,3505.06,Cancelled
ORD000438,P0213,S010,2026-04-21,152,2837.3,Delivered
